title,authors,year,venue,doi,url,citation_count,semantic_scholar_id,fields_of_study,s2_fields_of_study
Inverse Norm Conflict Resolution,"Daniel Kasenberg, Matthias Scheutz",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3278721.3278775,https://www.semanticscholar.org/paper/3f662f6b250f0948e097b80bcc1fa02b01dfbd8f,10,3f662f6b250f0948e097b80bcc1fa02b01dfbd8f,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Transparency and Explanation in Deep Reinforcement Learning Neural Networks,"R. Iyer, Yuezhang Li, Huao Li, M. Lewis, R. Sundar, K. Sycara",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3278721.3278776,https://www.semanticscholar.org/paper/4e3af05208f54f22f5697e8e13bba9379e3c96f0,186,4e3af05208f54f22f5697e8e13bba9379e3c96f0,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Privacy-Preserving Machine Learning Based Data Analytics on Edge Devices,"Jianxin R. Zhao, R. Mortier, J. Crowcroft, Liang Wang",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3278721.3278778,https://www.semanticscholar.org/paper/70a08c05e77f8540d677c320a49e8619a5d01627,49,70a08c05e77f8540d677c320a49e8619a5d01627,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Mitigating Unwanted Biases with Adversarial Learning,"B. Zhang, Blake Lemoine, Margaret Mitchell",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3278721.3278779,https://www.semanticscholar.org/paper/c7330852a07170cd0e6990f5fbde5fca12b6ccd6,1584,c7330852a07170cd0e6990f5fbde5fca12b6ccd6,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Real-Time Inference of User Types to Assist with more Inclusive and Diverse Social Media Activism Campaigns,"Habib Karbasian, Hemant Purohit, Rajat Handa, Aqdas Malik, A. Johri",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3278721.3278781,https://www.semanticscholar.org/paper/2e0a1f07cbe9af2cc40bf8bfe9d36d11228bcb2a,12,2e0a1f07cbe9af2cc40bf8bfe9d36d11228bcb2a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
TrolleyMod v1.0: An Open-Source Simulation and Data-Collection Platform for Ethical Decision Making in Autonomous Vehicles,"Vahid Behzadan, J. Minton, Arslan Munir",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314239,https://www.semanticscholar.org/paper/6a1db030113f1511e6e4bc0aab367b5c8b9832b7,3,6a1db030113f1511e6e4bc0aab367b5c8b9832b7,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]"
Human-AI Learning Performance in Multi-Armed Bandits,"Ravi Pandya, Sandy H. Huang, Dylan Hadfield-Menell, A. Dragan",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314245,https://www.semanticscholar.org/paper/81d8e823ae763f88d7807e1acdec62f89cee0111,9,81d8e823ae763f88d7807e1acdec62f89cee0111,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
How Do Fairness Definitions Fare?: Examining Public Attitudes Towards Algorithmic Definitions of Fairness,"N. Saxena, Karen Huang, Evan DeFilippis, Goran Radanovic, D. Parkes, Y. Liu",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314248,https://www.semanticscholar.org/paper/225b3ca4d863e371b626fea932722c1fbf9ffe2d,193,225b3ca4d863e371b626fea932722c1fbf9ffe2d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Incomplete Contracting and AI Alignment,"Dylan Hadfield-Menell, Gillian K. Hadfield",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314250,https://www.semanticscholar.org/paper/3be6455d00ff4a69e023b7b5c5d4367decb652c0,102,3be6455d00ff4a69e023b7b5c5d4367decb652c0,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Taking Advantage of Multitask Learning for Fair Classification,"L. Oneto, Michele Donini, Amon Elders, M. Pontil",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314255,https://www.semanticscholar.org/paper/e70092e795143805d39e778d48a3a51957eb94ac,68,e70092e795143805d39e778d48a3a51957eb94ac,"['Mathematics', 'Computer Science']","[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Toward the Engineering of Virtuous Machines,"Naveen Sundar Govindarajulu, S. Bringsjord, Rikhiya Ghosh, Vasanth Sarathy",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314256,https://www.semanticscholar.org/paper/6a48223c77e679e1ca486f88779da2fb4ee7fac7,34,6a48223c77e679e1ca486f88779da2fb4ee7fac7,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Building Jiminy Cricket: An Architecture for Moral Agreements Among Stakeholders,"B. Liao, M. Slavkovik, Leendert van der Torre",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314257,https://www.semanticscholar.org/paper/8dd1a9c2dddcf4f4010ea861107847545c9146c1,31,8dd1a9c2dddcf4f4010ea861107847545c9146c1,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Legible Normativity for AI Alignment: The Value of Silly Rules,"Dylan Hadfield-Menell, McKane Andrus, Gillian K. Hadfield",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314258,https://www.semanticscholar.org/paper/d1d2490e0d7907689b41536ca87647aa26aa3a8f,21,d1d2490e0d7907689b41536ca87647aa26aa3a8f,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Reinforcement Learning and Inverse Reinforcement Learning with System 1 and System 2,A. Peysakhovich,2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314259,https://www.semanticscholar.org/paper/888fca1801bd8288fca9c81540c0c76f9e91498e,14,888fca1801bd8288fca9c81540c0c76f9e91498e,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Learning Existing Social Conventions via Observationally Augmented Self-Play,"Adam Lerer, A. Peysakhovich",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314268,https://www.semanticscholar.org/paper/12f5850c6d00cfebf5b6be268a55f6f5396d4ef3,58,12f5850c6d00cfebf5b6be268a55f6f5396d4ef3,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
What are the Biases in My Word Embedding?,"Nathaniel Swinger, Maria De-Arteaga, IV NeilThomasHeffernan, Mark D. M. Leiserson, A. Kalai",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314270,https://www.semanticscholar.org/paper/1b03da6c5a68f83eb20b33da1e491adc23e67ed7,106,1b03da6c5a68f83eb20b33da1e491adc23e67ed7,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
TED: Teaching AI to Explain its Decisions,"N. Codella, M. Hind, K. Ramamurthy, Murray Campbell, Amit Dhurandhar, Kush R. Varshney, Dennis Wei, A. Mojsilovic",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314273,https://www.semanticscholar.org/paper/3a03070c010783828702d51b2170e85b4b46fdec,115,3a03070c010783828702d51b2170e85b4b46fdec,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Using Deceased-Donor Kidneys to Initiate Chains of Living Donor Kidney Paired Donations: Algorithm and Experimentation,"Cristina Cornelio, L. Furian, Antonio Nicolò, Francesca Rossi",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314276,https://www.semanticscholar.org/paper/7f3503a301dcc7fcbe2adec6773a2cb7748a5e5e,5,7f3503a301dcc7fcbe2adec6773a2cb7748a5e5e,"['Medicine', 'Computer Science', 'Biology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Active Fairness in Algorithmic Decision Making,"Alejandro Noriega-Campero, Michiel A. Bakker, Bernardo Garcia-Bulle, A. Pentland",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314277,https://www.semanticscholar.org/paper/6e90926692ffa30a6a15f8acc12888195be0ed03,90,6e90926692ffa30a6a15f8acc12888195be0ed03,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Creating Fair Models of Atherosclerotic Cardiovascular Disease Risk,"S. Pfohl, Ben J. Marafino, Adrien Coulet, F. Rodriguez, L. Palaniappan, N. Shah",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314278,https://www.semanticscholar.org/paper/a3fbb6013aaf90639734b4e07873ac98627a28a5,74,a3fbb6013aaf90639734b4e07873ac98627a28a5,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"Crowdsourcing with Fairness, Diversity and Budget Constraints","Naman Goel, B. Faltings",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314282,https://www.semanticscholar.org/paper/ebd19437d40654e20d2b8475b53b4db297594408,23,ebd19437d40654e20d2b8475b53b4db297594408,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Multiaccuracy: Black-Box Post-Processing for Fairness in Classification,"Michael P. Kim, Amirata Ghorbani, James Y. Zou",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314287,https://www.semanticscholar.org/paper/641076d8786511559cd31b96fc2c93426120ad47,376,641076d8786511559cd31b96fc2c93426120ad47,"['Mathematics', 'Computer Science']","[{'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Counterfactual Fairness in Text Classification through Robustness,"Sahaj Garg, Vincent Perot, Nicole Limtiaco, Ankur Taly, Ed H. Chi, Alex Beutel",2018,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3317950,https://www.semanticscholar.org/paper/70e28eb8ee40cf5caa704ac7f87940c0818ba28e,282,70e28eb8ee40cf5caa704ac7f87940c0818ba28e,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Faithful and Customizable Explanations of Black Box Models,"Himabindu Lakkaraju, Ece Kamar, R. Caruana, J. Leskovec",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314229,https://www.semanticscholar.org/paper/dc016a1c0317b8e4b01716b570e700549eafc43a,292,dc016a1c0317b8e4b01716b570e700549eafc43a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Global Explanations of Neural Networks: Mapping the Landscape of Predictions,"Mark Ibrahim, Melissa Louie, C. Modarres, J. Paisley",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314230,https://www.semanticscholar.org/paper/3ed894ecc3f4f38dcc06062b3bff35417367b3db,126,3ed894ecc3f4f38dcc06062b3bff35417367b3db,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Theories of Parenting and Their Application to Artificial Intelligence,"S. Croeser, P. Eckersley",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314231,https://www.semanticscholar.org/paper/176402737ba085569bb9e0a168ce20fa9b09b9b4,11,176402737ba085569bb9e0a168ce20fa9b09b9b4,"['Computer Science', 'Sociology']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Sociology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"""Scary Robots"": Examining Public Responses to AI","S. Cave, Katelyn Coughlan, Kanta Dihal",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314232,https://www.semanticscholar.org/paper/7f329aa5e347a5275ecc8ccadf9e43ca91fd526b,180,7f329aa5e347a5275ecc8ccadf9e43ca91fd526b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
AI + Art = Human,"A. Daniele, Yi-Zhe Song",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314233,https://www.semanticscholar.org/paper/f9e641bee7b0ae73237f7a42924e13480aae1332,41,f9e641bee7b0ae73237f7a42924e13480aae1332,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"Putting Fairness Principles into Practice: Challenges, Metrics, and Improvements","Alex Beutel, Jilin Chen, Tulsee Doshi, Hai Qian, Allison Woodruff, Christine Luu, Pierre Kreitmann, Jonathan Bischof, Ed H. Chi",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314234,https://www.semanticscholar.org/paper/edb6e403ac6d25d23d10d563ab893556231b7b9c,166,edb6e403ac6d25d23d10d563ab893556231b7b9c,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Guiding Prosecutorial Decisions with an Interpretable Statistical Model,"Zhiyuan Jerry Lin, Alex Chohlas-Wood, Sharad Goel",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314235,https://www.semanticscholar.org/paper/7c2a0cfb19ebced1151f858ae163a4c826666ee4,3,7c2a0cfb19ebced1151f858ae163a4c826666ee4,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Fair Transfer Learning with Missing Protected Attributes,"Amanda Coston, K. Ramamurthy, Dennis Wei, Kush R. Varshney, Skyler Speakman, Zairah Mustahsan, Supriyo Chakraborty",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314236,https://www.semanticscholar.org/paper/347aa96ee44591f10a0e6e738c596508a9b2b9de,115,347aa96ee44591f10a0e6e738c596508a9b2b9de,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
Balancing the Benefits of Autonomous Vehicles,"T. Geary, D. Danks",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314237,https://www.semanticscholar.org/paper/da70d132dd7bba5ee44fb7fe0fc59f82fdd933e3,14,da70d132dd7bba5ee44fb7fe0fc59f82fdd933e3,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
AI Extenders: The Ethical and Societal Implications of Humans Cognitively Extended by AI,"J. Hernández-Orallo, Karina Vold",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314238,https://www.semanticscholar.org/paper/7081b74ac451a4ce8944a4fa7a8ea729c38b4f16,79,7081b74ac451a4ce8944a4fa7a8ea729c38b4f16,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Ethically Aligned Opportunistic Scheduling for Productive Laziness,"Han Yu, C. Miao, Yongqing Zheng, Li-zhen Cui, Simon Fauvel, Cyril Leung",2019,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3306618.3314240,https://www.semanticscholar.org/paper/94c38bb7723a11ca79fd6da616db480e8309cda9,13,94c38bb7723a11ca79fd6da616db480e8309cda9,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
